iter_global,activityType,raw_data_samp_time[ms],binLineWr_time[ms],iterTime_binlineIdx[ms],distLuna [cm],strengthLuna[Amp],tempLuna[Cdeg],mpuAngle[deg],mpuTotGyro[rad/sec],mpuTotAcc[m/s^2],mpu_gyroX[rad/sec],mpu_gyroY[rad/sec],mpu_GyroZ[rad/sec],mpu_accX[m/s^2],mpu_accY[m/s^2],mpu_accZ[m/s^2],vl1_dist[cm],vl2_dist[cm],vl3_dist[cm],VLAngle[deg],fusedAngle[deg],spincount,bucket10,digit,currentTopDir,currentHammerDir,currentSystemMode,currentTopMode,currentHammerMode
679,4,47153.156,47156.000,20.000,0,0,0.000,19.696,0.113,9.548,-0.027,-0.000,0.110,-0.120,-0.548,9.531,11.000,58.000,7.000,115.956,149.722,0,0,0,0,0,4,0,0
680,4,47173.152,47176.000,20.000,0,0,0.000,19.696,0.130,9.629,0.009,-0.006,0.130,-0.340,-0.388,9.615,11.000,59.000,6.000,115.099,149.030,0,0,0,0,0,4,0,0
681,4,47193.148,47196.000,20.000,0,0,0.000,19.696,0.091,9.681,0.000,0.002,0.091,0.034,-0.352,9.675,12.000,60.000,6.000,114.182,148.333,0,0,0,0,0,4,0,0
682,4,47213.148,47217.000,21.000,0,0,0.000,19.696,0.147,9.648,-0.014,0.038,0.142,0.019,-0.464,9.637,9.000,57.000,6.000,116.996,147.706,0,0,0,0,0,4,0,0
683,4,47233.168,47236.000,19.000,0,0,0.000,19.696,0.094,9.548,-0.002,0.044,0.083,-0.448,-0.405,9.529,10.000,59.000,6.000,116.114,147.074,0,0,0,0,0,4,0,0
684,4,47253.148,47256.000,20.000,0,0,0.000,19.696,0.056,9.586,0.034,0.044,0.003,-0.328,-0.493,9.567,12.000,58.000,6.000,113.947,146.412,0,0,0,0,0,4,0,0
685,4,47273.156,47276.000,20.000,0,0,0.000,19.696,0.088,9.572,0.059,0.043,0.049,0.103,-0.508,9.558,10.000,58.000,6.000,116.037,145.804,0,0,0,0,0,4,0,0
686,4,47293.164,47296.000,20.000,0,0,0.000,19.696,0.144,9.569,0.042,0.028,0.135,-0.136,-0.453,9.558,10.000,59.000,6.000,116.114,145.210,0,0,0,0,0,4,0,0
687,4,47313.148,47316.000,20.000,0,0,0.000,19.696,0.135,9.596,0.086,0.071,0.076,-0.675,-0.026,9.572,11.000,59.000,6.000,115.099,144.608,0,0,0,0,0,4,0,0
688,4,47333.156,47336.000,20.000,0,0,0.000,19.696,0.142,9.386,0.070,0.043,0.115,0.168,-0.754,9.354,10.000,57.000,6.000,115.956,144.035,0,0,0,0,0,4,0,0
689,4,47348.137,47355.000,19.000,0,0,0.000,19.965,0.499,9.236,0.078,-0.122,0.478,-0.393,-1.051,9.167,8.000,59.000,5.000,117.167,144.305,0,0,0,0,0,4,0,0
690,4,47373.168,47376.000,21.000,0,0,0.000,21.253,0.989,10.329,0.148,-0.046,0.977,-0.287,1.245,10.250,10.000,59.000,4.000,114.294,144.430,0,0,0,0,0,4,0,0
691,4,47393.156,47396.000,20.000,0,0,0.000,22.061,0.427,9.628,0.062,0.113,0.408,-0.840,0.029,9.591,9.000,59.000,3.000,114.401,144.621,0,0,0,0,0,4,0,0
692,4,47413.168,47416.000,20.000,0,0,0.000,22.095,0.240,9.821,-0.024,0.170,-0.167,-1.003,0.354,9.764,11.000,58.000,3.000,112.264,144.007,0,0,0,0,0,4,0,0
693,4,47433.164,47436.000,20.000,0,0,0.000,21.999,0.120,9.461,0.065,0.101,-0.006,-0.196,-0.819,9.424,10.000,57.000,3.000,113.155,143.297,0,0,0,0,0,4,0,0
694,4,47453.156,47456.000,20.000,0,0,0.000,21.999,0.100,9.561,0.089,-0.017,-0.042,-1.015,-0.290,9.503,8.000,58.000,4.000,116.189,142.755,0,0,0,0,0,4,0,0
695,4,47473.168,47476.000,20.000,0,0,0.000,21.887,0.219,9.856,0.045,-0.019,-0.214,-0.223,0.163,9.852,8.000,58.000,4.000,116.189,142.113,0,0,0,0,0,4,0,0
696,4,47488.137,47493.000,17.000,0,0,0.000,21.685,0.245,9.817,0.027,0.026,-0.243,-0.007,-0.101,9.816,8.000,58.000,4.000,116.189,141.911,0,0,0,0,0,4,0,0
697,4,47513.164,47516.000,23.000,0,0,0.000,21.291,0.309,9.520,0.026,0.014,-0.307,-0.481,-0.567,9.491,12.000,60.000,4.000,112.411,140.453,0,0,0,0,0,4,0,0
698,4,47528.137,47535.000,19.000,0,0,0.000,21.006,0.346,9.565,0.048,-0.006,-0.343,-0.508,-0.247,9.548,10.000,59.000,4.000,114.294,140.168,0,0,0,0,0,4,0,0
699,4,47553.148,47556.000,21.000,0,0,0.000,20.504,0.352,9.496,0.106,-0.074,-0.328,-0.223,-0.575,9.476,10.000,58.000,5.000,115.099,138.669,0,0,0,0,0,4,0,0
700,4,47573.156,47577.000,21.000,0,0,0.000,20.191,0.277,9.474,0.137,-0.126,-0.205,-0.005,-0.433,9.464,8.000,57.000,6.000,118.016,137.950,0,0,0,0,0,4,0,0
701,4,47593.152,47596.000,19.000,0,0,0.000,20.141,0.198,9.639,0.147,-0.121,0.055,0.895,-0.584,9.579,10.000,59.000,6.000,116.114,137.464,0,0,0,0,0,4,0,0
702,4,47613.164,47616.000,20.000,0,0,0.000,20.238,0.220,9.814,0.119,-0.077,0.168,-0.103,0.048,9.814,9.000,57.000,5.000,116.037,137.130,0,0,0,0,0,4,0,0
703,4,47628.137,47633.000,17.000,0,0,0.000,20.327,0.177,9.757,0.110,-0.051,0.129,0.012,-0.122,9.756,9.000,57.000,5.000,116.037,137.220,0,0,0,0,0,4,0,0
704,4,47653.164,47656.000,23.000,0,0,0.000,20.327,0.113,9.571,0.111,-0.023,-0.002,-0.194,-0.163,9.567,9.000,57.000,6.000,116.996,136.380,0,0,0,0,0,4,0,0
705,4,47673.176,47676.000,20.000,0,0,0.000,20.327,0.181,9.572,0.165,-0.031,-0.067,-0.309,-0.189,9.565,10.000,58.000,7.000,116.996,135.992,0,0,0,0,0,4,0,0
706,4,47693.176,47696.000,20.000,0,0,0.000,20.327,0.207,9.486,0.192,-0.044,-0.064,-0.022,-0.371,9.479,10.000,59.000,11.000,121.023,135.693,0,0,0,0,0,4,0,0
707,4,47713.164,47716.000,20.000,0,0,0.000,20.327,0.224,9.524,0.214,-0.065,-0.017,-0.115,-0.165,9.522,10.000,58.000,61.000,-176.995,136.639,0,0,0,0,0,4,0,0
708,4,47733.148,47736.000,20.000,0,0,0.000,20.327,0.245,9.592,0.235,-0.063,0.026,0.086,-0.098,9.591,10.000,59.000,120.000,-57.296,136.639,0,0,0,0,0,4,0,0
709,4,47753.152,47756.000,20.000,0,0,0.000,20.327,0.247,9.584,0.234,-0.066,0.044,0.010,0.026,9.584,8.000,58.000,120.000,-57.296,136.639,0,0,0,0,0,4,0,0
710,4,47773.156,47776.000,20.000,0,0,0.000,20.327,0.232,9.697,0.217,-0.076,0.031,-0.148,0.354,9.689,11.000,59.000,65.000,-174.182,137.622,0,0,0,0,0,4,0,0
711,4,47793.164,47796.000,20.000,0,0,0.000,20.327,0.209,9.658,0.194,-0.078,0.009,-0.045,0.192,9.656,12.000,59.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
712,4,47813.156,47816.000,20.000,0,0,0.000,20.327,0.171,9.739,0.158,-0.061,-0.025,0.017,0.460,9.728,8.000,61.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
713,4,47833.160,47836.000,20.000,0,0,0.000,20.327,0.133,9.807,0.118,-0.035,-0.051,0.072,0.429,9.797,12.000,58.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
714,4,47853.148,47856.000,20.000,0,0,0.000,20.327,0.091,9.783,0.059,-0.014,-0.068,0.148,0.508,9.768,10.000,59.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
715,4,47868.137,47873.000,17.000,0,0,0.000,20.327,0.083,9.744,0.027,0.018,-0.077,0.101,0.412,9.735,10.000,59.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
716,4,47893.160,47896.000,23.000,0,0,0.000,20.327,0.076,9.629,-0.031,0.018,-0.067,0.113,0.266,9.625,10.000,60.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
717,4,47913.148,47916.000,20.000,0,0,0.000,20.327,0.059,9.596,-0.050,0.012,-0.030,0.034,0.201,9.594,11.000,61.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
718,4,47933.152,47936.000,20.000,0,0,0.000,20.327,0.054,9.549,-0.048,-0.011,0.021,0.079,0.077,9.548,8.000,59.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
719,4,47953.168,47956.000,20.000,0,0,0.000,20.327,0.088,9.573,-0.045,-0.026,0.071,0.141,0.079,9.572,11.000,59.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
720,4,47973.160,47976.000,20.000,0,0,0.000,20.327,0.123,9.606,-0.046,-0.015,0.113,0.177,0.153,9.603,10.000,60.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
721,4,47993.176,47996.000,20.000,0,0,0.000,20.327,0.149,9.591,-0.057,0.004,0.137,0.194,0.110,9.589,9.000,60.000,120.000,-57.296,137.622,0,0,0,0,0,4,0,0
722,4,48013.160,48016.000,20.000,0,0,0.000,20.371,0.166,9.613,-0.066,0.010,0.152,0.072,0.223,9.610,9.000,61.000,120.000,-57.296,137.666,0,0,0,0,0,4,0,0
723,4,48033.148,48036.000,20.000,0,0,0.000,20.504,0.172,9.655,-0.084,0.027,0.148,0.165,0.232,9.651,10.000,59.000,120.000,-57.296,137.799,0,0,0,0,0,4,0,0
724,4,48053.176,48056.000,20.000,0,0,0.000,20.547,0.182,9.656,-0.100,0.049,0.144,0.098,0.175,9.653,10.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
725,4,48073.148,48076.000,20.000,0,0,0.000,20.547,0.172,9.482,-0.093,0.068,0.128,0.146,-0.002,9.481,9.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
726,4,48093.168,48096.000,20.000,0,0,0.000,20.547,0.151,9.530,-0.092,0.065,0.101,0.019,-0.110,9.529,8.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
727,4,48113.160,48116.000,20.000,0,0,0.000,20.547,0.118,9.568,-0.077,0.080,0.043,-0.081,0.050,9.567,9.000,58.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
728,4,48133.168,48136.000,20.000,0,0,0.000,20.547,0.117,9.623,-0.067,0.094,-0.019,-0.105,0.000,9.622,10.000,58.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
729,4,48153.160,48156.000,20.000,0,0,0.000,20.547,0.145,9.625,-0.055,0.102,-0.087,-0.201,0.050,9.622,11.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
730,4,48173.156,48176.000,20.000,0,0,0.000,20.547,0.169,9.577,-0.053,0.100,-0.125,-0.062,0.081,9.577,12.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
731,4,48193.168,48196.000,20.000,0,0,0.000,20.547,0.173,9.558,-0.067,0.094,-0.129,-0.079,0.022,9.558,10.000,58.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
732,4,48213.148,48216.000,20.000,0,0,0.000,20.547,0.131,9.606,-0.060,0.076,-0.088,0.031,-0.129,9.606,10.000,58.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
733,4,48233.176,48236.000,20.000,0,0,0.000,20.547,0.096,9.566,-0.053,0.062,-0.049,0.000,-0.165,9.565,11.000,59.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
734,4,48253.160,48256.000,20.000,0,0,0.000,20.547,0.067,9.465,-0.027,0.061,-0.005,-0.057,-0.328,9.459,11.000,57.000,120.000,-57.296,137.842,0,0,0,0,0,4,0,0
735,4,48273.148,48276.000,20.000,0,0,0.000,20.547,0.070,9.442,0.023,0.062,-0.020,-0.292,-0.192,9.436,8.000,59.000,87.000,-159.542,139.094,0,0,0,0,0,4,0,0
736,4,48293.156,48296.000,20.000,0,0,0.000,20.547,0.144,9.539,0.070,0.040,-0.119,-0.359,-0.156,9.531,9.000,57.000,68.000,-169.904,140.114,0,0,0,0,0,4,0,0
737,4,48313.168,48316.000,20.000,0,0,0.000,20.404,0.203,9.553,0.089,0.019,-0.181,-0.383,-0.043,9.546,12.000,58.000,120.000,-57.296,139.971,0,0,0,0,0,4,0,0
738,4,48333.160,48336.000,20.000,0,0,0.000,20.183,0.216,9.645,0.098,0.001,-0.193,-0.163,-0.045,9.644,9.000,58.000,120.000,-57.296,139.751,0,0,0,0,0,4,0,0
739,4,48353.176,48356.000,20.000,0,0,0.000,19.968,0.208,9.553,0.104,-0.013,-0.180,-0.077,-0.050,9.553,12.000,58.000,67.000,-171.226,140.520,0,0,0,0,0,4,0,0
740,4,48373.164,48376.000,20.000,0,0,0.000,19.819,0.189,9.594,0.115,-0.028,-0.148,-0.084,-0.045,9.594,9.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
741,4,48393.168,48396.000,20.000,0,0,0.000,19.819,0.144,9.592,0.126,-0.031,-0.064,0.148,-0.057,9.591,10.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
742,4,48413.176,48416.000,20.000,0,0,0.000,19.819,0.130,9.610,0.119,-0.042,0.032,0.206,0.036,9.608,7.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
743,4,48433.160,48436.000,20.000,0,0,0.000,19.819,0.149,9.613,0.117,-0.024,0.090,0.057,0.101,9.613,11.000,61.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
744,4,48453.152,48456.000,20.000,0,0,0.000,19.819,0.149,9.614,0.119,-0.022,0.086,-0.079,0.110,9.613,14.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
745,4,48473.160,48476.000,20.000,0,0,0.000,19.819,0.138,9.614,0.122,-0.024,0.059,-0.201,0.175,9.610,11.000,59.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
746,4,48493.176,48496.000,20.000,0,0,0.000,19.819,0.107,9.667,0.102,-0.025,-0.022,-0.196,0.366,9.658,11.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
747,4,48513.164,48516.000,20.000,0,0,0.000,19.819,0.104,9.687,0.087,-0.015,-0.054,0.067,0.299,9.682,11.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
748,4,48533.156,48536.000,20.000,0,0,0.000,19.819,0.078,9.607,0.073,-0.007,0.026,0.263,0.062,9.603,9.000,61.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
749,4,48553.160,48556.000,20.000,0,0,0.000,19.819,0.091,9.575,0.079,-0.000,0.045,-0.089,0.105,9.574,11.000,59.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
750,4,48573.168,48576.000,20.000,0,0,0.000,19.819,0.111,9.544,0.107,-0.000,0.027,-0.026,0.079,9.543,11.000,59.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
751,4,48593.156,48596.000,20.000,0,0,0.000,19.819,0.133,9.524,0.133,0.007,-0.007,-0.151,0.139,9.522,6.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
752,4,48613.160,48616.000,20.000,0,0,0.000,19.819,0.099,9.636,0.097,-0.011,-0.017,0.251,0.091,9.632,12.000,60.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
753,4,48633.168,48636.000,20.000,0,0,0.000,19.819,0.131,9.874,0.062,0.011,-0.115,-0.601,1.025,9.802,10.000,59.000,120.000,-57.296,140.371,0,0,0,0,0,4,0,0
754,4,48653.168,48656.000,20.000,0,0,0.000,19.612,0.296,9.737,0.005,0.032,-0.295,-0.230,0.479,9.723,9.000,60.000,120.000,-57.296,140.164,0,0,0,0,0,4,0,0
755,4,48673.168,48676.000,20.000,0,0,0.000,19.229,0.336,9.674,-0.034,0.023,-0.333,0.129,0.335,9.668,10.000,60.000,120.000,-57.296,139.781,0,0,0,0,0,4,0,0
756,4,48688.137,48693.000,17.000,0,0,0.000,18.987,0.250,9.616,-0.024,0.022,-0.248,0.441,-0.007,9.606,10.000,60.000,120.000,-57.296,139.539,0,0,0,0,0,4,0,0
757,4,48713.152,48716.000,23.000,0,0,0.000,18.841,0.158,9.631,-0.062,0.016,-0.145,-0.005,0.165,9.629,10.000,61.000,120.000,-57.296,139.393,0,0,0,0,0,4,0,0
758,4,48733.160,48736.000,20.000,0,0,0.000,18.656,0.279,9.709,-0.051,0.048,-0.270,-0.479,0.658,9.675,11.000,62.000,120.000,-57.296,139.208,0,0,0,0,0,4,0,0
759,4,48753.152,48756.000,20.000,0,0,0.000,18.217,0.449,9.568,-0.032,0.042,-0.446,-0.153,0.199,9.565,10.000,60.000,90.000,-158.213,140.030,0,0,0,0,0,4,0,0
760,4,48773.176,48776.000,20.000,0,0,0.000,17.714,0.430,9.660,-0.050,0.034,-0.426,-0.045,0.297,9.656,12.000,59.000,120.000,-57.296,139.526,0,0,0,0,0,4,0,0
761,4,48793.148,48796.000,20.000,0,0,0.000,17.224,0.436,9.718,-0.065,0.051,-0.428,0.012,0.359,9.711,13.000,61.000,120.000,-57.296,139.037,0,0,0,0,0,4,0,0
762,4,48813.152,48816.000,20.000,0,0,0.000,16.736,0.425,9.607,-0.089,0.047,-0.413,0.034,0.148,9.606,12.000,63.000,120.000,-57.296,138.549,0,0,0,0,0,4,0,0
763,4,48833.160,48836.000,20.000,0,0,0.000,16.301,0.359,9.642,-0.082,0.040,-0.347,-0.041,0.254,9.639,9.000,64.000,120.000,-57.296,138.114,0,0,0,0,0,4,0,0
764,4,48853.168,48856.000,20.000,0,0,0.000,15.976,0.222,9.515,-0.060,0.026,-0.213,0.479,-0.366,9.495,10.000,61.000,120.000,-57.296,137.789,0,0,0,0,0,4,0,0
765,4,48873.160,48876.000,20.000,0,0,0.000,15.927,0.060,9.638,-0.048,0.012,0.034,0.450,-0.065,9.627,11.000,65.000,120.000,-57.296,137.740,0,0,0,0,0,4,0,0
766,4,48893.176,48896.000,20.000,0,0,0.000,15.978,0.185,9.653,-0.041,0.039,0.176,0.302,0.053,9.649,10.000,65.000,120.000,-57.296,137.790,0,0,0,0,0,4,0,0
767,4,48913.168,48916.000,20.000,0,0,0.000,16.233,0.271,9.543,-0.040,0.045,0.264,0.175,-0.098,9.541,11.000,63.000,105.000,-153.515,139.415,0,0,0,0,0,4,0,0
768,4,48932.480,48938.000,22.000,0,0,0.000,16.612,0.373,9.503,-0.018,0.028,0.372,0.053,-0.239,9.500,11.000,63.000,120.000,-57.296,139.793,0,0,0,0,0,4,0,0
769,4,48950.215,48985.000,47.000,0,0,0.000,17.024,0.408,9.581,0.014,0.018,0.408,-0.141,0.146,9.579,10.000,63.000,120.000,-57.296,140.205,0,0,0,0,0,4,0,0
770,4,48950.215,49014.000,29.000,0,0,0.000,17.024,0.408,9.581,0.014,0.018,0.408,-0.141,0.146,9.579,13.000,62.000,120.000,-57.296,140.205,0,0,0,0,0,4,0,0
771,4,49022.461,49064.000,50.000,0,0,0.000,17.266,0.377,9.660,0.073,-0.041,0.367,-0.522,0.213,9.644,11.000,120.000,120.000,-57.296,140.447,0,0,0,0,0,4,0,0
772,4,49022.461,49077.000,13.000,0,0,0.000,17.266,0.377,9.660,0.073,-0.041,0.367,-0.522,0.213,9.644,10.000,59.000,120.000,-57.296,140.447,0,0,0,0,0,4,0,0
773,4,49104.781,49106.000,29.000,0,0,0.000,18.285,0.216,9.649,0.153,-0.051,0.144,-0.239,0.299,9.641,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
774,4,49104.781,49106.000,0.000,0,0,0.000,18.285,0.216,9.649,0.153,-0.051,0.144,-0.239,0.299,9.641,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
775,4,49104.781,49106.000,0.000,0,0,0.000,18.285,0.216,9.649,0.153,-0.051,0.144,-0.239,0.299,9.641,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
776,4,49104.781,49106.000,0.000,0,0,0.000,18.285,0.216,9.649,0.153,-0.051,0.144,-0.239,0.299,9.641,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
777,4,49107.996,49113.000,7.000,0,0,0.000,18.285,0.207,9.581,0.158,-0.050,0.125,-0.338,0.244,9.572,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
778,4,49143.535,49144.000,31.000,0,0,0.000,18.285,0.205,9.599,0.176,-0.102,-0.022,-0.397,0.357,9.584,9.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
779,4,49148.137,49153.000,9.000,0,0,0.000,18.285,0.206,9.674,0.173,-0.105,-0.038,-0.249,0.335,9.665,9.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
780,4,49182.383,49183.000,30.000,0,0,0.000,18.285,0.195,9.696,0.134,-0.079,-0.117,0.096,0.460,9.685,10.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
781,4,49202.289,49203.000,20.000,0,0,0.000,18.285,0.190,9.640,0.129,-0.048,-0.131,0.182,0.340,9.632,11.000,58.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
782,4,49218.781,49220.000,17.000,0,0,0.000,18.285,0.185,9.586,0.128,-0.027,-0.131,0.180,0.388,9.577,12.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
783,4,49228.137,49241.000,21.000,0,0,0.000,18.285,0.182,9.608,0.133,-0.014,-0.123,0.192,0.311,9.601,10.000,59.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
784,4,49258.176,49259.000,18.000,0,0,0.000,18.285,0.159,9.664,0.133,0.017,-0.085,0.230,0.383,9.653,11.000,60.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
785,4,49280.961,49282.000,23.000,0,0,0.000,18.285,0.132,9.638,0.123,0.035,-0.033,0.134,0.433,9.627,10.000,63.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
786,4,49288.137,49293.000,11.000,0,0,0.000,18.285,0.125,9.652,0.119,0.033,-0.018,0.146,0.476,9.639,10.000,63.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
787,4,49313.168,49318.000,25.000,0,0,0.000,18.285,0.097,9.703,0.075,0.024,0.058,0.129,0.618,9.682,10.000,61.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
788,4,49333.176,49337.000,19.000,0,0,0.000,18.285,0.116,9.630,0.047,0.011,0.105,0.062,0.611,9.610,10.000,62.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
789,4,49353.148,49357.000,20.000,0,0,0.000,18.285,0.144,9.658,0.031,-0.007,0.141,-0.031,0.522,9.644,10.000,60.000,120.000,-57.296,141.466,0,0,0,0,0,4,0,0
790,4,49368.137,49379.000,22.000,0,0,0.000,18.329,0.157,9.680,0.027,-0.025,0.152,-0.089,0.532,9.665,12.000,62.000,120.000,-57.296,141.510,0,0,0,0,0,4,0,0
791,4,49399.289,49400.000,21.000,0,0,0.000,18.612,0.169,9.641,0.000,-0.064,0.157,-0.005,0.670,9.618,9.000,61.000,120.000,-57.296,141.793,0,0,0,0,0,4,0,0
792,4,49418.848,49420.000,20.000,0,0,0.000,18.733,0.164,9.728,-0.032,-0.060,0.149,0.120,0.601,9.708,11.000,62.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
793,4,49428.137,49435.000,15.000,0,0,0.000,18.733,0.158,9.646,-0.040,-0.058,0.142,0.067,0.553,9.629,8.000,59.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
794,4,49458.402,49459.000,24.000,0,0,0.000,18.733,0.149,9.675,-0.051,-0.059,0.127,0.057,0.524,9.661,11.000,63.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
795,4,49478.207,49479.000,20.000,0,0,0.000,18.733,0.145,9.617,-0.059,-0.064,0.116,0.124,0.498,9.603,8.000,62.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
796,4,49493.164,49496.000,17.000,0,0,0.000,18.733,0.145,9.598,-0.060,-0.069,0.113,0.124,0.400,9.589,12.000,60.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
797,4,49513.156,49518.000,22.000,0,0,0.000,18.733,0.135,9.509,-0.026,-0.073,0.111,0.239,0.242,9.503,11.000,61.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
798,4,49533.148,49536.000,18.000,0,0,0.000,18.733,0.134,9.536,-0.002,-0.062,0.119,0.227,0.292,9.529,10.000,62.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
799,4,49553.160,49557.000,21.000,0,0,0.000,18.733,0.138,9.526,0.032,-0.047,0.126,0.273,0.232,9.519,9.000,62.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
800,4,49568.137,49576.000,19.000,0,0,0.000,18.733,0.147,9.498,0.049,-0.045,0.131,0.206,0.230,9.493,10.000,59.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
801,4,49593.160,49596.000,20.000,0,0,0.000,18.733,0.201,9.432,0.133,-0.056,0.141,0.065,0.117,9.431,12.000,56.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
802,4,49613.168,49616.000,20.000,0,0,0.000,18.733,0.277,9.357,0.218,-0.104,0.135,0.019,0.072,9.357,8.000,29.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
803,4,49628.137,49635.000,19.000,0,0,0.000,18.733,0.323,9.365,0.268,-0.134,0.119,0.014,0.165,9.364,12.000,15.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
804,4,49653.160,49657.000,22.000,0,0,0.000,18.733,0.422,9.363,0.367,-0.188,0.090,0.141,0.247,9.359,9.000,10.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
805,4,49673.164,49676.000,19.000,0,0,0.000,18.733,0.491,9.365,0.434,-0.215,0.079,0.292,0.397,9.352,12.000,9.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
806,4,49693.176,49696.000,20.000,0,0,0.000,18.733,0.531,9.514,0.477,-0.222,0.072,0.373,0.733,9.479,11.000,8.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
807,4,49713.168,49716.000,20.000,0,0,0.000,18.733,0.563,9.457,0.504,-0.234,0.085,0.373,0.761,9.419,11.000,6.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
808,4,49733.168,49736.000,20.000,0,0,0.000,18.733,0.618,9.451,0.537,-0.295,0.081,-0.072,0.716,9.424,9.000,5.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
809,4,49753.156,49756.000,20.000,0,0,0.000,18.733,0.689,9.293,0.584,-0.338,0.140,0.113,0.666,9.268,11.000,5.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
810,4,49773.160,49776.000,20.000,0,0,0.000,18.733,0.704,9.414,0.571,-0.391,0.128,0.165,1.106,9.347,9.000,5.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
811,4,49793.160,49796.000,20.000,0,0,0.000,18.733,0.719,9.787,0.549,-0.463,0.018,0.304,1.865,9.603,10.000,4.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
812,4,49813.168,49816.000,20.000,0,0,0.000,18.733,0.680,9.931,0.468,-0.490,-0.062,0.785,1.937,9.708,8.000,4.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
813,4,49833.156,49836.000,20.000,0,0,0.000,18.733,0.540,10.112,0.319,-0.430,-0.068,1.276,2.145,9.799,11.000,4.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
