iter_global,activityType,raw_data_samp_time[ms],binLineWr_time[ms],iterTime_binlineIdx[ms],distLuna [cm],strengthLuna[Amp],tempLuna[Cdeg],mpuAngle[deg],mpuTotGyro[rad/sec],mpuTotAcc[m/s^2],mpu_gyroX[rad/sec],mpu_gyroY[rad/sec],mpu_GyroZ[rad/sec],mpu_accX[m/s^2],mpu_accY[m/s^2],mpu_accZ[m/s^2],vl1_dist[cm],vl2_dist[cm],vl3_dist[cm],VLAngle[deg],fusedAngle[deg],spincount,bucket10,digit,currentTopDir,currentHammerDir,currentSystemMode,currentTopMode,currentHammerMode
814,4,49853.160,49856.000,20.000,0,0,0.000,18.733,0.389,10.132,0.206,-0.324,-0.065,1.678,1.963,9.797,9.000,4.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
815,4,49873.156,49876.000,20.000,0,0,0.000,18.733,0.271,9.892,0.131,-0.228,-0.067,1.453,2.049,9.567,10.000,3.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
816,4,49893.148,49896.000,20.000,0,0,0.000,18.733,0.077,10.281,0.024,-0.073,-0.006,2.152,1.966,9.859,11.000,3.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
817,4,49908.137,49915.000,19.000,0,0,0.000,18.733,0.078,10.141,-0.018,0.036,0.067,2.191,1.798,9.737,10.000,3.000,120.000,-57.296,141.915,0,0,0,0,0,4,0,0
818,4,49933.156,49936.000,21.000,0,0,0.000,18.778,0.219,9.711,-0.055,0.143,0.157,1.405,1.604,9.474,10.000,3.000,120.000,-57.296,141.960,0,0,0,0,0,4,0,0
819,4,49953.160,49956.000,20.000,0,0,0.000,18.991,0.261,9.518,-0.048,0.140,0.215,1.061,1.384,9.357,10.000,3.000,120.000,-57.296,142.172,0,0,0,0,0,4,0,0
820,4,49973.148,49976.000,20.000,0,0,0.000,19.302,0.340,9.451,-0.029,0.104,0.323,1.044,1.271,9.306,10.000,3.000,120.000,-57.296,142.484,0,0,0,0,0,4,0,0
821,4,49993.152,49996.000,20.000,0,0,0.000,19.743,0.451,9.681,-0.030,0.089,0.441,1.413,1.465,9.464,9.000,4.000,120.000,-57.296,142.924,0,0,0,0,0,4,0,0
822,4,50013.168,50016.000,20.000,0,0,0.000,20.351,0.610,9.643,-0.034,0.080,0.604,1.441,1.499,9.416,10.000,3.000,120.000,-57.296,143.532,0,0,0,0,0,4,0,0
823,4,50033.168,50036.000,20.000,0,0,0.000,21.132,0.738,9.767,-0.079,0.062,0.731,1.140,1.776,9.536,11.000,4.000,120.000,-57.296,144.313,0,0,0,0,0,4,0,0
824,4,50053.176,50056.000,20.000,0,0,0.000,21.996,0.773,10.014,-0.156,0.039,0.756,1.458,2.289,9.639,9.000,4.000,120.000,-57.296,145.177,0,0,0,0,0,4,0,0
825,4,50073.148,50076.000,20.000,0,0,0.000,22.884,0.811,10.074,-0.210,0.059,0.781,1.228,1.760,9.843,9.000,5.000,120.000,-57.296,146.065,0,0,0,0,0,4,0,0
826,4,50093.160,50096.000,20.000,0,0,0.000,23.770,0.806,9.725,-0.272,0.051,0.757,0.721,1.547,9.574,8.000,4.000,120.000,-57.296,146.951,0,0,0,0,0,4,0,0
827,4,50108.137,50115.000,19.000,0,0,0.000,24.391,0.772,9.912,-0.306,0.068,0.706,1.061,1.707,9.706,9.000,4.000,120.000,-57.296,147.572,0,0,0,0,0,4,0,0
828,4,50133.168,50136.000,21.000,0,0,0.000,25.328,0.758,9.989,-0.407,0.116,0.629,1.396,1.657,9.752,10.000,4.000,120.000,-57.296,148.510,0,0,0,0,0,4,0,0
829,4,50153.160,50156.000,20.000,0,0,0.000,26.046,0.826,9.928,-0.504,0.177,0.630,1.245,1.616,9.716,8.000,4.000,120.000,-57.296,149.228,0,0,0,0,0,4,0,0
830,4,50173.160,50176.000,20.000,0,0,0.000,26.764,0.884,9.714,-0.600,0.190,0.621,0.867,1.164,9.606,11.000,4.000,120.000,-57.296,149.945,0,0,0,0,0,4,0,0
831,4,50193.160,50196.000,20.000,0,0,0.000,27.449,0.908,9.797,-0.666,0.187,0.588,0.927,1.283,9.668,10.000,4.000,120.000,-57.296,150.631,0,0,0,0,0,4,0,0
832,4,50213.156,50216.000,20.000,0,0,0.000,28.104,0.907,9.615,-0.693,0.186,0.555,0.929,0.809,9.536,11.000,4.000,120.000,-57.296,151.285,0,0,0,0,0,4,0,0
833,4,50233.160,50236.000,20.000,0,0,0.000,28.710,0.871,9.494,-0.689,0.178,0.503,0.778,0.421,9.452,10.000,4.000,96.000,-116.659,153.721,0,0,0,0,0,4,0,0
834,4,50253.152,50256.000,20.000,0,0,0.000,29.258,0.821,9.520,-0.647,0.193,0.466,0.953,0.249,9.469,10.000,4.000,120.000,-57.296,154.269,0,0,0,0,0,4,0,0
835,4,50273.160,50276.000,20.000,0,0,0.000,29.782,0.812,9.622,-0.626,0.252,0.452,1.322,0.184,9.529,10.000,4.000,120.000,-57.296,154.792,0,0,0,0,0,4,0,0
836,4,50293.156,50296.000,20.000,0,0,0.000,30.294,0.816,9.585,-0.585,0.342,0.455,1.274,-0.048,9.500,10.000,4.000,72.000,-115.429,157.090,0,0,0,0,0,4,0,0
837,4,50313.164,50316.000,20.000,0,0,0.000,30.837,0.824,9.496,-0.552,0.371,0.485,0.797,-0.304,9.457,10.000,4.000,65.000,-114.881,159.382,0,0,0,0,0,4,0,0
838,4,50333.148,50336.000,20.000,0,0,0.000,31.390,0.759,9.370,-0.478,0.346,0.478,0.512,-0.345,9.349,12.000,4.000,67.000,-113.303,161.670,0,0,0,0,0,4,0,0
839,4,50353.176,50356.000,20.000,0,0,0.000,31.910,0.691,9.493,-0.428,0.330,0.431,0.560,-0.429,9.467,12.000,4.000,62.000,-112.689,163.893,0,0,0,0,0,4,0,0
840,4,50373.156,50376.000,20.000,0,0,0.000,32.365,0.642,9.573,-0.389,0.353,0.369,0.476,-0.263,9.558,11.000,4.000,65.000,-113.982,165.981,0,0,0,0,0,4,0,0
841,4,50393.156,50396.000,20.000,0,0,0.000,32.737,0.627,9.656,-0.404,0.379,0.294,0.481,-0.225,9.641,12.000,4.000,58.000,-112.111,167.985,0,0,0,0,0,4,0,0
842,4,50413.176,50416.000,20.000,0,0,0.000,33.030,0.610,9.544,-0.411,0.386,0.234,0.206,-0.395,9.534,11.000,3.000,58.000,-112.264,169.866,0,0,0,0,0,4,0,0
843,4,50433.152,50436.000,20.000,0,0,0.000,33.253,0.478,9.216,-0.324,0.312,0.164,-0.503,-1.314,9.108,12.000,4.000,61.000,-112.552,171.636,0,0,0,0,0,4,0,0
844,4,50453.160,50456.000,20.000,0,0,0.000,33.253,0.232,9.371,-0.139,0.141,0.120,-0.160,-1.202,9.292,12.000,4.000,59.000,-112.264,173.158,0,0,0,0,0,4,0,0
845,4,50473.156,50475.000,19.000,0,0,0.000,33.353,0.257,9.775,-0.115,0.128,0.191,0.749,-0.608,9.728,11.000,4.000,60.000,-113.413,174.725,0,0,0,0,0,4,0,0
846,4,50493.156,50496.000,21.000,0,0,0.000,33.648,0.361,9.567,-0.118,0.161,0.300,0.546,-0.867,9.512,10.000,4.000,59.000,-114.294,176.433,0,0,0,0,0,4,0,0
847,4,50513.164,50516.000,20.000,0,0,0.000,34.006,0.330,9.316,-0.057,0.106,0.308,-0.342,-1.061,9.249,12.000,4.000,57.000,-111.952,178.217,0,0,0,0,0,4,0,0
848,4,50533.168,50536.000,20.000,0,0,0.000,34.306,0.226,9.510,0.024,0.031,0.223,-0.172,-0.893,9.467,13.000,4.000,59.000,-111.226,179.922,0,0,0,0,0,4,0,0
849,4,50548.137,50553.000,17.000,0,0,0.000,34.472,0.183,9.497,0.045,0.010,0.177,-0.163,-0.713,9.469,13.000,4.000,59.000,-111.226,180.088,0,0,0,0,0,4,0,0
850,4,50573.164,50576.000,23.000,0,0,0.000,34.472,0.059,9.690,0.050,0.017,0.026,0.230,-0.567,9.670,12.000,4.000,55.000,-111.614,182.744,0,0,0,0,0,4,0,0
851,4,50593.176,50596.000,20.000,0,0,0.000,34.472,0.109,9.708,0.021,0.084,-0.067,0.390,-0.551,9.685,11.000,4.000,56.000,-112.875,184.032,0,0,0,0,0,4,0,0
852,4,50613.148,50616.000,20.000,0,0,0.000,34.426,0.191,9.676,0.003,0.106,-0.158,-0.091,-0.496,9.663,10.000,4.000,57.000,-114.067,185.225,0,0,0,0,0,4,0,0
853,4,50633.148,50636.000,20.000,0,0,0.000,34.154,0.313,9.561,0.023,0.077,-0.302,-0.259,-0.680,9.534,12.000,4.000,58.000,-112.111,186.211,0,0,0,0,0,4,0,0
854,4,50653.176,50656.000,20.000,0,0,0.000,33.758,0.376,9.654,0.034,0.052,-0.371,-0.069,-0.579,9.637,11.000,3.000,58.000,-112.264,187.055,0,0,0,0,0,4,0,0
855,4,50673.164,50676.000,20.000,0,0,0.000,33.305,0.410,9.683,0.032,0.060,-0.404,0.376,-0.620,9.656,10.000,4.000,58.000,-114.182,187.786,0,0,0,0,0,4,0,0
856,4,50693.164,50696.000,20.000,0,0,0.000,32.895,0.312,9.645,0.014,0.081,-0.301,0.778,-0.783,9.582,9.000,4.000,56.000,-115.001,188.528,0,0,0,0,0,4,0,0
857,4,50713.168,50716.000,20.000,0,0,0.000,32.758,0.118,9.566,0.031,0.088,-0.072,0.627,-0.974,9.495,10.000,5.000,61.000,-115.373,189.516,0,0,0,0,0,4,0,0
858,4,50728.137,50735.000,19.000,0,0,0.000,32.758,0.109,9.606,0.026,0.069,0.081,0.481,-0.857,9.555,12.000,4.000,59.000,-112.264,189.516,0,0,0,0,0,4,0,0
859,4,50753.168,50756.000,21.000,0,0,0.000,32.970,0.199,9.653,0.030,0.030,0.195,-0.096,-0.460,9.641,11.000,4.000,59.000,-113.286,192.009,0,0,0,0,0,4,0,0
860,4,50773.176,50776.000,20.000,0,0,0.000,33.181,0.178,9.724,-0.001,0.022,0.177,0.132,-0.448,9.713,12.000,4.000,58.000,-112.111,193.333,0,0,0,0,0,4,0,0
861,4,50793.148,50796.000,20.000,0,0,0.000,33.275,0.125,9.624,-0.027,0.023,0.120,0.148,-0.618,9.603,12.000,4.000,60.000,-112.411,194.510,0,0,0,0,0,4,0,0
862,4,50813.164,50816.000,20.000,0,0,0.000,33.275,0.087,9.667,-0.011,0.027,0.082,-0.115,-0.694,9.641,10.000,4.000,59.000,-114.294,195.534,0,0,0,0,0,4,0,0
863,4,50833.156,50836.000,20.000,0,0,0.000,33.275,0.073,9.573,0.029,0.023,0.063,-0.010,-0.651,9.550,11.000,4.000,61.000,-113.535,196.553,0,0,0,0,0,4,0,0
864,4,50853.168,50856.000,20.000,0,0,0.000,33.275,0.064,9.632,0.051,0.038,-0.001,0.225,-0.637,9.608,11.000,4.000,60.000,-113.413,197.554,0,0,0,0,0,4,0,0
865,4,50873.164,50876.000,20.000,0,0,0.000,33.275,0.107,9.826,-0.010,0.086,-0.063,0.318,-0.383,9.814,12.000,5.000,62.000,-113.535,198.532,0,0,0,0,0,4,0,0
866,4,50893.168,50896.000,20.000,0,0,0.000,33.275,0.144,9.399,0.012,0.075,-0.122,-0.630,-0.989,9.325,12.000,4.000,58.000,-112.111,199.519,0,0,0,0,0,4,0,0
867,4,50908.137,50913.000,17.000,0,0,0.000,33.182,0.167,9.381,0.024,0.031,-0.163,0.010,-0.900,9.337,12.000,4.000,58.000,-112.111,199.426,0,0,0,0,0,4,0,0
868,4,50933.152,50936.000,23.000,0,0,0.000,33.182,0.091,9.654,0.022,0.012,-0.087,0.242,-0.601,9.632,11.000,5.000,63.000,-114.603,201.231,0,0,0,0,0,4,0,0
869,4,50953.160,50956.000,20.000,0,0,0.000,33.182,0.038,9.623,0.034,0.009,-0.015,0.184,-0.728,9.594,11.000,5.000,63.000,-114.603,202.115,0,0,0,0,0,4,0,0
870,4,50973.148,50976.000,20.000,0,0,0.000,33.182,0.065,9.557,0.047,-0.029,0.034,-0.096,-0.757,9.527,10.000,4.000,58.000,-114.182,202.989,0,0,0,0,0,4,0,0
871,4,50993.164,50996.000,20.000,0,0,0.000,33.182,0.073,9.743,0.045,-0.046,-0.035,-0.038,-0.335,9.737,11.000,4.000,59.000,-113.286,203.863,0,0,0,0,0,4,0,0
872,4,51013.156,51016.000,20.000,0,0,0.000,33.182,0.107,9.695,-0.001,-0.023,-0.104,0.211,-0.407,9.685,10.000,4.000,62.000,-114.603,204.694,0,0,0,0,0,4,0,0
873,4,51033.148,51036.000,20.000,0,0,0.000,33.182,0.119,9.592,-0.007,-0.006,-0.119,0.388,-0.706,9.558,11.000,5.000,58.000,-114.067,205.519,0,0,0,0,0,4,0,0
874,4,51053.168,51056.000,20.000,0,0,0.000,33.182,0.030,9.604,0.007,-0.013,-0.025,0.474,-0.785,9.560,12.000,4.000,61.000,-112.552,206.357,0,0,0,0,0,4,0,0
875,4,51073.168,51076.000,20.000,0,0,0.000,33.182,0.118,9.661,0.017,0.003,0.117,0.642,-0.749,9.610,11.000,4.000,58.000,-113.155,207.167,0,0,0,0,0,4,0,0
876,4,51093.125,51096.000,20.000,0,0,0.000,33.366,0.254,9.571,0.024,0.015,0.252,0.505,-0.831,9.522,11.000,4.000,59.000,-113.286,208.138,0,0,0,0,0,4,0,0
877,4,51113.164,51116.000,20.000,0,0,0.000,33.713,0.336,9.657,0.030,0.018,0.334,0.366,-0.591,9.632,12.000,4.000,59.000,-112.264,209.270,0,0,0,0,0,4,0,0
878,4,51133.176,51136.000,20.000,0,0,0.000,34.127,0.389,9.618,0.028,0.045,0.385,0.345,-0.622,9.591,11.000,3.000,60.000,-112.552,210.440,0,0,0,0,0,4,0,0
879,4,51153.156,51156.000,20.000,0,0,0.000,34.585,0.402,9.674,0.010,0.031,0.400,0.091,-0.407,9.665,9.000,4.000,62.000,-115.539,211.568,0,0,0,0,0,4,0,0
880,4,51173.152,51176.000,20.000,0,0,0.000,35.006,0.334,9.705,-0.002,0.031,0.332,-0.139,-0.316,9.699,10.000,4.000,58.000,-114.182,212.666,0,0,0,0,0,4,0,0
881,4,51193.156,51196.000,20.000,0,0,0.000,35.221,0.119,9.652,-0.006,0.016,0.118,-0.558,-0.347,9.629,11.000,4.000,59.000,-113.286,213.558,0,0,0,0,0,4,0,0
882,4,51213.164,51216.000,20.000,0,0,0.000,35.221,0.062,9.642,-0.011,0.012,-0.059,-0.122,-0.570,9.625,10.000,4.000,59.000,-114.294,214.201,0,0,0,0,0,4,0,0
883,4,51233.148,51236.000,20.000,0,0,0.000,35.221,0.077,9.678,-0.035,0.004,-0.068,0.223,-0.572,9.658,11.000,4.000,57.000,-113.018,214.856,0,0,0,0,0,4,0,0
884,4,51253.156,51256.000,20.000,0,0,0.000,35.221,0.073,9.595,-0.032,-0.015,0.064,0.385,-0.807,9.553,12.000,4.000,59.000,-112.264,215.514,0,0,0,0,0,4,0,0
885,4,51273.156,51277.000,21.000,0,0,0.000,35.221,0.153,9.537,-0.026,-0.043,0.145,0.333,-0.769,9.500,10.000,4.000,59.000,-114.294,216.118,0,0,0,0,0,4,0,0
886,4,51293.164,51296.000,19.000,0,0,0.000,35.221,0.070,9.630,-0.005,-0.025,0.065,-0.400,-0.359,9.615,12.000,4.000,60.000,-112.411,216.747,0,0,0,0,0,4,0,0
887,4,51313.176,51316.000,20.000,0,0,0.000,35.221,0.059,9.699,0.020,0.017,-0.053,0.455,-0.699,9.663,10.000,4.000,59.000,-114.294,217.326,0,0,0,0,0,4,0,0
888,4,51333.148,51336.000,20.000,0,0,0.000,35.221,0.073,9.591,0.021,0.070,0.005,0.728,-0.893,9.522,13.000,4.000,59.000,-111.226,217.955,0,0,0,0,0,4,0,0
889,4,51353.168,51356.000,20.000,0,0,0.000,35.221,0.186,9.592,0.060,0.094,0.149,0.385,-0.831,9.548,10.000,4.000,58.000,-114.182,218.513,0,0,0,0,0,4,0,0
890,4,51373.176,51376.000,20.000,0,0,0.000,35.465,0.283,9.668,0.081,0.078,0.260,0.275,-0.702,9.639,10.000,4.000,58.000,-114.182,219.298,0,0,0,0,0,4,0,0
891,4,51393.164,51396.000,20.000,0,0,0.000,35.789,0.295,9.776,0.049,0.067,0.283,0.180,-0.455,9.764,11.000,4.000,59.000,-113.286,220.164,0,0,0,0,0,4,0,0
892,4,51413.164,51416.000,20.000,0,0,0.000,36.114,0.302,9.768,0.012,0.104,0.283,0.254,-0.244,9.761,10.000,4.000,57.000,-114.067,220.998,0,0,0,0,0,4,0,0
893,4,51433.168,51436.000,20.000,0,0,0.000,36.427,0.269,9.628,-0.016,0.094,0.251,-0.220,-0.582,9.608,11.000,4.000,58.000,-113.155,221.821,0,0,0,0,0,4,0,0
894,4,51453.156,51456.000,20.000,0,0,0.000,36.657,0.179,9.638,-0.020,0.080,0.159,-0.148,-0.524,9.622,9.000,4.000,57.000,-115.099,222.508,0,0,0,0,0,4,0,0
895,4,51473.172,51476.000,20.000,0,0,0.000,36.747,0.189,9.635,-0.024,0.092,0.163,0.326,-0.575,9.613,10.000,4.000,57.000,-114.067,223.065,0,0,0,0,0,4,0,0
896,4,51493.176,51496.000,20.000,0,0,0.000,36.969,0.208,9.601,-0.030,0.059,0.197,-0.467,-0.582,9.572,12.000,4.000,57.000,-111.952,223.782,0,0,0,0,0,4,0,0
897,4,51513.148,51516.000,20.000,0,0,0.000,37.020,0.073,9.629,-0.004,0.010,0.072,-0.405,-0.582,9.603,12.000,4.000,55.000,-111.614,224.324,0,0,0,0,0,4,0,0
898,4,51533.148,51536.000,20.000,0,0,0.000,37.020,0.073,9.670,-0.018,0.027,-0.065,-0.144,-0.505,9.656,10.000,4.000,53.000,-113.555,224.767,0,0,0,0,0,4,0,0
899,4,51553.156,51556.000,20.000,0,0,0.000,36.918,0.205,9.633,-0.018,0.057,-0.196,-0.223,-0.393,9.622,9.000,4.000,56.000,-115.001,225.071,0,0,0,0,0,4,0,0
900,4,51573.168,51576.000,20.000,0,0,0.000,36.647,0.275,9.562,0.003,0.034,-0.273,-0.393,-0.658,9.531,11.000,5.000,54.000,-113.555,225.233,0,0,0,0,0,4,0,0
901,4,51593.164,51596.000,20.000,0,0,0.000,36.261,0.377,9.551,0.020,0.011,-0.377,-0.122,-0.704,9.524,11.000,5.000,56.000,-113.822,225.273,0,0,0,0,0,4,0,0
902,4,51613.168,51616.000,20.000,0,0,0.000,35.786,0.436,9.581,0.024,0.015,-0.435,0.067,-0.546,9.565,10.000,4.000,55.000,-113.822,225.227,0,0,0,0,0,4,0,0
903,4,51628.137,51633.000,17.000,0,0,0.000,35.412,0.434,9.678,0.020,0.040,-0.432,0.235,-0.651,9.653,10.000,4.000,55.000,-113.822,224.853,0,0,0,0,0,4,0,0
904,4,51653.148,51656.000,23.000,0,0,0.000,34.800,0.424,9.519,0.029,0.030,-0.422,0.060,-0.924,9.474,10.000,5.000,59.000,-115.194,225.029,0,0,0,0,0,4,0,0
905,4,51673.176,51676.000,20.000,0,0,0.000,34.397,0.275,9.644,0.044,0.014,-0.271,0.508,-0.764,9.601,10.000,4.000,58.000,-114.182,225.051,0,0,0,0,0,4,0,0
906,4,51693.148,51696.000,20.000,0,0,0.000,34.278,0.085,9.668,0.049,0.023,-0.066,0.486,-0.773,9.625,10.000,5.000,62.000,-115.457,225.324,0,0,0,0,0,4,0,0
907,4,51713.164,51716.000,20.000,0,0,0.000,34.278,0.053,9.670,0.034,0.026,0.031,0.251,-0.632,9.646,11.000,5.000,61.000,-114.401,225.729,0,0,0,0,0,4,0,0
908,4,51733.176,51736.000,20.000,0,0,0.000,34.278,0.042,9.577,0.038,0.015,0.011,-0.148,-0.697,9.550,10.000,4.000,60.000,-114.401,226.126,0,0,0,0,0,4,0,0
909,4,51753.148,51756.000,20.000,0,0,0.000,34.278,0.043,9.651,0.037,0.015,0.016,0.134,-0.589,9.632,10.000,5.000,62.000,-115.457,226.495,0,0,0,0,0,4,0,0
910,4,51773.168,51776.000,20.000,0,0,0.000,34.278,0.066,9.528,0.052,0.005,0.041,-0.081,-0.658,9.505,8.000,5.000,59.000,-117.167,226.822,0,0,0,0,0,4,0,0
911,4,51793.168,51796.000,20.000,0,0,0.000,34.278,0.062,9.525,0.061,-0.003,-0.011,-0.062,-0.577,9.507,11.000,5.000,60.000,-114.294,227.199,0,0,0,0,0,4,0,0
912,4,51808.137,51813.000,17.000,0,0,0.000,34.278,0.074,9.650,0.060,0.014,-0.041,0.148,-0.534,9.634,11.000,5.000,60.000,-114.294,227.199,0,0,0,0,0,4,0,0
913,4,51833.164,51836.000,23.000,0,0,0.000,34.278,0.059,9.689,0.021,0.031,0.046,0.199,-0.572,9.670,10.000,5.000,63.000,-115.539,227.888,0,0,0,0,0,4,0,0
914,4,51853.176,51856.000,20.000,0,0,0.000,34.278,0.148,9.592,0.021,-0.016,0.146,-0.060,-0.649,9.570,8.000,5.000,59.000,-117.167,228.187,0,0,0,0,0,4,0,0
915,4,51873.168,51876.000,20.000,0,0,0.000,34.486,0.206,9.680,0.019,-0.026,0.203,0.323,-0.560,9.658,11.000,5.000,63.000,-114.603,228.735,0,0,0,0,0,4,0,0
916,4,51893.164,51896.000,20.000,0,0,0.000,34.730,0.207,9.617,0.007,0.015,0.207,-0.007,-0.524,9.603,11.000,5.000,62.000,-114.504,229.309,0,0,0,0,0,4,0,0
917,4,51913.156,51916.000,20.000,0,0,0.000,34.877,0.122,9.651,0.011,0.019,0.120,-0.163,-0.508,9.637,12.000,5.000,62.000,-113.535,229.797,0,0,0,0,0,4,0,0
918,4,51933.164,51936.000,20.000,0,0,0.000,34.877,0.144,9.835,-0.038,0.062,0.124,0.338,-0.242,9.826,11.000,5.000,60.000,-114.294,230.115,0,0,0,0,0,4,0,0
919,4,51953.152,51956.000,20.000,0,0,0.000,34.877,0.149,9.594,-0.048,0.043,0.134,-0.338,-0.670,9.565,12.000,5.000,59.000,-113.155,230.449,0,0,0,0,0,4,0,0
920,4,51973.156,51976.000,20.000,0,0,0.000,34.877,0.112,9.545,-0.035,-0.000,0.107,-0.105,-0.785,9.512,10.000,6.000,59.000,-116.114,230.718,0,0,0,0,0,4,0,0
921,4,51993.164,51996.000,20.000,0,0,0.000,34.877,0.032,9.670,-0.015,0.012,0.026,-0.338,-0.395,9.656,10.000,5.000,61.000,-115.373,230.996,0,0,0,0,0,4,0,0
922,4,52013.164,52016.000,20.000,0,0,0.000,34.819,0.210,9.622,-0.034,0.052,-0.201,-0.220,-0.472,9.608,9.000,5.000,60.000,-116.260,231.194,0,0,0,0,0,4,0,0
923,4,52033.176,52036.000,20.000,0,0,0.000,34.506,0.315,9.552,-0.047,0.071,-0.303,-0.113,-0.651,9.529,9.000,5.000,59.000,-116.189,231.140,0,0,0,0,0,4,0,0
924,4,52053.148,52056.000,20.000,0,0,0.000,34.188,0.240,9.487,-0.004,0.021,-0.239,-0.007,-0.864,9.448,12.000,5.000,60.000,-113.286,231.140,0,0,0,0,0,4,0,0
925,4,52073.168,52076.000,20.000,0,0,0.000,34.018,0.148,9.657,0.004,0.009,-0.148,0.278,-0.711,9.627,13.000,5.000,61.000,-112.411,231.302,0,0,0,0,0,4,0,0
926,4,52093.156,52096.000,20.000,0,0,0.000,34.018,0.126,9.635,0.004,0.022,-0.124,0.065,-0.611,9.615,9.000,5.000,66.000,-116.640,231.543,0,0,0,0,0,4,0,0
927,4,52113.164,52116.000,20.000,0,0,0.000,34.018,0.114,9.568,0.026,0.025,-0.108,-0.014,-0.812,9.534,11.000,5.000,61.000,-114.401,231.824,0,0,0,0,0,4,0,0
928,4,52133.148,52136.000,20.000,0,0,0.000,34.018,0.052,9.536,0.047,0.021,0.004,0.383,-0.850,9.491,11.000,4.000,61.000,-113.535,232.117,0,0,0,0,0,4,0,0
929,4,52153.156,52156.000,20.000,0,0,0.000,34.067,0.192,10.072,0.082,0.015,0.173,0.852,-1.197,9.965,9.000,5.000,60.000,-116.260,232.398,0,0,0,0,0,4,0,0
930,4,52168.137,52175.000,19.000,0,0,0.000,34.300,0.337,9.508,0.113,-0.019,0.317,-0.175,-0.723,9.479,10.000,5.000,59.000,-115.194,232.631,0,0,0,0,0,4,0,0
931,4,52193.152,52196.000,21.000,0,0,0.000,34.686,0.184,9.867,0.056,-0.022,0.174,-0.060,-0.053,9.867,10.000,5.000,59.000,-115.194,233.489,0,0,0,0,0,4,0,0
932,4,52213.176,52216.000,20.000,0,0,0.000,34.686,0.083,9.813,-0.036,0.060,0.045,0.213,-0.172,9.809,11.000,5.000,66.000,-114.881,233.722,0,0,0,0,0,4,0,0
933,4,52233.148,52236.000,20.000,0,0,0.000,34.686,0.105,9.618,-0.049,0.087,0.033,-0.067,-0.778,9.586,11.000,5.000,61.000,-114.401,233.959,0,0,0,0,0,4,0,0
934,4,52253.164,52256.000,20.000,0,0,0.000,34.686,0.084,9.486,0.013,0.011,0.082,0.050,-1.020,9.431,9.000,5.000,63.000,-116.460,234.151,0,0,0,0,0,4,0,0
935,4,52273.176,52277.000,21.000,0,0,0.000,34.805,0.231,9.729,0.029,0.008,0.229,0.429,-0.512,9.706,10.000,5.000,62.000,-115.457,234.475,0,0,0,0,0,4,0,0
936,4,52293.148,52296.000,19.000,0,0,0.000,35.074,0.233,9.840,-0.021,0.059,0.225,0.311,-0.306,9.831,12.000,5.000,60.000,-113.286,234.984,0,0,0,0,0,4,0,0
937,4,52308.137,52315.000,19.000,0,0,0.000,35.251,0.222,9.797,-0.066,0.090,0.192,-0.041,-0.199,9.795,10.000,4.000,62.000,-114.603,235.160,0,0,0,0,0,4,0,0
938,4,52333.168,52336.000,21.000,0,0,0.000,35.498,0.221,9.616,-0.094,0.087,0.180,-0.053,-0.651,9.594,10.000,4.000,59.000,-114.294,235.813,0,0,0,0,0,4,0,0
939,4,52353.156,52356.000,20.000,0,0,0.000,35.727,0.254,9.638,-0.074,0.095,0.224,0.285,-0.764,9.603,11.000,5.000,61.000,-114.401,236.234,0,0,0,0,0,4,0,0
940,4,52373.168,52376.000,20.000,0,0,0.000,36.001,0.291,9.629,-0.077,0.146,0.241,0.108,-0.634,9.608,11.000,6.000,60.000,-115.194,236.673,0,0,0,0,0,4,0,0
941,4,52393.156,52396.000,20.000,0,0,0.000,36.262,0.275,9.613,-0.082,0.150,0.216,-0.256,-0.699,9.584,11.000,8.000,59.000,-116.995,237.056,0,0,0,0,0,4,0,0
942,4,52413.148,52416.000,20.000,0,0,0.000,36.502,0.253,9.589,-0.065,0.131,0.207,-0.230,-0.639,9.565,12.000,8.000,58.000,-115.872,237.432,0,0,0,0,0,4,0,0
943,4,52433.168,52436.000,20.000,0,0,0.000,36.732,0.252,9.693,-0.088,0.147,0.185,-0.144,-0.565,9.675,10.000,10.000,58.000,-120.000,237.709,0,0,0,0,0,4,0,0
944,4,52453.156,52456.000,20.000,0,0,0.000,36.824,0.220,9.659,-0.110,0.151,0.117,-0.409,-0.553,9.634,8.000,43.000,55.000,-165.777,236.930,0,0,0,0,0,4,0,0
945,4,52468.137,52475.000,19.000,0,0,0.000,36.824,0.209,9.606,-0.121,0.140,0.096,-0.294,-0.725,9.574,10.000,57.000,56.000,178.933,236.930,0,0,0,0,0,4,0,0
946,4,52488.137,52495.000,20.000,0,0,0.000,36.824,0.209,9.649,-0.130,0.120,0.111,-0.294,-0.783,9.613,10.000,56.000,58.000,-177.889,235.770,0,0,0,0,0,4,0,0
947,4,52513.156,52516.000,21.000,0,0,0.000,36.916,0.205,9.614,-0.101,0.060,0.168,-0.239,-0.936,9.565,9.000,57.000,57.000,-180.000,233.692,0,0,0,0,0,4,0,0
948,4,52533.168,52536.000,20.000,0,0,0.000,37.130,0.243,9.775,-0.126,0.045,0.203,-0.302,-0.563,9.754,11.000,56.000,54.000,177.746,232.784,0,0,0,0,0,4,0,0
